"(0.9, 100)","(0.9, 200)","(0.9, 400)","(0.9, 800)","(0.95, 100)","(0.95, 200)","(0.95, 400)","(0.95, 800)","(0.99, 100)","(0.99, 200)","(0.99, 400)","(0.99, 800)","(0.999, 800)","(0.9999, 800)","(0.99999, 800)"
0.12028834327173085,0.11873141415871336,0.1208021298790266,0.11980569524669545,0.12094225349919815,0.1208021298790266,0.11837332046271935,0.12053745192981365,0.12310638496629248,0.12310638496629248,0.12721667782465865,0.12492799202852295,0.1399990658425322,0.15628454436469508,0.1579348892244936
0.11933861651279015,0.12028834327173085,0.12102009995484905,0.12003923461364804,0.11879369132323404,0.12024163539834032,0.12196982671378973,0.1186379984119323,0.12363574086471844,0.1255040558003394,0.12206324246057075,0.1239004188139314,0.14155599495554969,0.1555839262638372,0.15933612542620934
0.11966557162652385,0.11885596848775475,0.12260816765012687,0.11835775117158916,0.1211757928661508,0.12087997633467748,0.12049074405642313,0.11933861651279015,0.12491242273739275,0.12442977471235735,0.12165844089118626,0.12418066605427455,0.1420386429805851,0.1553348176057544,0.15709414750346418
0.12022606610721015,0.12100453066371887,0.11765713307073128,0.11916735431035826,0.1200548039047782,0.1190739385635772,0.12014821965155928,0.1208021298790266,0.12081769917015678,0.12497469990191347,0.12172071805570693,0.12377586448488999,0.1438913886250759,0.15581746563078985,0.158682215198742
0.11996138815799715,0.1169098070964829,0.11924520076600913,0.12073985271450592,0.11866913699419265,0.11782839527316324,0.11812421180463653,0.1201949275249498,0.1244609132946177,0.12274829127029845,0.1246477447881798,0.11915178501922807,0.1393140170328045,0.1553970947702751,0.15767021127528064
0.11950987871522208,0.1217985645113578,0.11775054881751232,0.11983683382895575,0.12279499914368902,0.12092668420806801,0.11955658658861262,0.1213003471951922,0.12573759516729202,0.12528608572451694,0.12349561724454684,0.12405611172523315,0.14177396503137213,0.15559949555496738,0.15583303492192
0.1210668078282396,0.1204284668919024,0.11824876613367792,0.12027277398060067,0.1200703731959084,0.11756371732395025,0.11979012595556525,0.11952544800635227,0.12393155739619174,0.12349561724454684,0.12195425742265956,0.1243363589655763,0.14051285244982795,0.15326410188544115,0.15953852621090162
0.12355789440906755,0.11676968347631132,0.11748587086829936,0.12050631334755328,0.11922963147487894,0.11817091967802705,0.11991468028460665,0.12077099129676624,0.12263930623238725,0.12578430304068255,0.12407168101636333,0.12298183063725107,0.1432841862709991,0.15644023727599682,0.15858879945196094
0.12003923461364804,0.1204284668919024,0.11912064643696772,0.11936975509505053,0.11898052281679615,0.1220476731694406,0.11946317084183156,0.1203194818539912,0.12486571486400225,0.12330878575098475,0.12450762116800825,0.12257702906786655,0.14267698391692227,0.15455635304924567,0.1591181553503869
0.1213003471951922,0.11820205826028744,0.12013265036042907,0.11851344408289093,0.12305967709290196,0.12207881175170095,0.11712777717230535,0.1165361441093587,0.1222967818275234,0.12195425742265956,0.1246477447881798,0.12495913061078327,0.14273926108144294,0.15542823335253547,0.15857323016083077
